...1,A_YEAR,C_COW_ALPHA,D_INTERVIEW,Q260,X003R,Q275R,Q112,Q113,Q114,Q115,Q116,Q117,Country Code,Country Name,GDP,FDI,GDPgr,Oilrents,Taxrevenue,ControlCorruption,CPIA
15250,2020,SIN,702070979,2,2,3,3,1,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15251,2020,SIN,702070980,2,3,2,5,3,3,NA,3,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15252,2020,SIN,702070981,1,3,3,7,2,3,NA,NA,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15253,2020,SIN,702070982,1,5,1,6,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15254,2020,SIN,702070983,1,4,3,2,NA,2,NA,2,NA,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15255,2020,SIN,702070984,2,5,1,8,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15256,2020,SIN,702070985,2,3,1,1,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15257,2020,SIN,702070986,2,2,3,4,NA,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15258,2020,SIN,702070987,2,2,3,5,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15259,2020,SIN,702070988,2,2,3,2,2,2,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15260,2020,SIN,702070989,2,1,2,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15261,2020,SIN,702070990,2,3,2,2,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15262,2020,SIN,702070991,2,1,2,1,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15263,2020,SIN,702070992,1,6,1,3,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15264,2020,SIN,702070993,1,3,3,2,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15265,2020,SIN,702070994,2,3,3,1,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15266,2020,SIN,702070995,1,2,2,2,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15267,2020,SIN,702070996,1,4,1,7,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15268,2020,SIN,702070997,2,4,2,1,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15269,2020,SIN,702070998,1,5,1,1,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15270,2020,SIN,702070999,1,5,1,5,NA,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15271,2020,SIN,702071000,2,6,1,NA,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15272,2020,SIN,702071001,1,3,2,10,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15273,2020,SIN,702071002,2,5,1,5,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15274,2020,SIN,702071003,1,4,3,7,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15275,2020,SIN,702071004,2,4,2,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15276,2020,SIN,702071005,2,1,3,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15277,2020,SIN,702071006,1,3,3,5,2,2,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15278,2020,SIN,702071007,1,5,1,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15279,2020,SIN,702071008,1,3,3,6,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15280,2020,SIN,702071009,1,5,3,2,2,2,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15281,2020,SIN,702071010,1,5,3,6,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15282,2020,SIN,702071011,1,5,3,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15283,2020,SIN,702071012,1,6,3,3,1,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15284,2020,SIN,702071013,1,6,2,4,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15285,2020,SIN,702071014,2,5,3,2,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15286,2020,SIN,702071015,1,2,3,3,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15287,2020,SIN,702071016,2,2,3,3,1,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15288,2020,SIN,702071017,1,3,2,NA,NA,NA,NA,NA,NA,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15289,2020,SIN,702071018,2,3,3,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15290,2020,SIN,702071019,2,2,3,1,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15291,2020,SIN,702071020,1,4,2,5,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15292,2020,SIN,702071021,1,5,2,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15293,2020,SIN,702071022,2,6,2,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15294,2020,SIN,702071023,1,4,1,NA,2,3,NA,1,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15295,2020,SIN,702071024,2,2,1,5,2,2,NA,NA,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15296,2020,SIN,702071025,2,3,1,2,1,1,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15297,2020,SIN,702071026,1,5,1,5,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15298,2020,SIN,702071027,1,6,2,1,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15299,2020,SIN,702071028,2,3,3,7,2,2,NA,2,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15300,2020,SIN,702071029,2,4,2,7,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15301,2020,SIN,702071030,1,1,3,5,1,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15302,2020,SIN,702071031,2,1,3,8,2,3,NA,3,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15303,2020,SIN,702071032,2,2,2,7,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15304,2020,SIN,702071033,1,4,2,6,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15305,2020,SIN,702071034,2,2,3,5,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15306,2020,SIN,702071035,2,2,2,5,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15307,2020,SIN,702071036,2,3,3,1,2,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15308,2020,SIN,702071037,2,5,2,9,2,3,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15309,2020,SIN,702071038,1,5,1,4,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15310,2020,SIN,702071039,2,6,2,1,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15311,2020,SIN,702071040,1,3,3,2,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15312,2020,SIN,702071041,1,1,3,3,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15313,2020,SIN,702071042,2,3,3,4,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15314,2020,SIN,702071043,2,2,3,4,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15315,2020,SIN,702071044,1,2,2,5,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15316,2020,SIN,702071045,1,4,2,3,2,2,NA,3,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15317,2020,SIN,702071046,2,3,2,3,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15318,2020,SIN,702071047,1,4,2,3,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15319,2020,SIN,702071048,1,3,3,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15320,2020,SIN,702071049,2,3,3,6,1,3,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15321,2020,SIN,702071050,1,2,3,2,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15322,2020,SIN,702071051,1,5,1,2,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15323,2020,SIN,702071052,1,2,3,3,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15324,2020,SIN,702071053,2,1,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15325,2020,SIN,702071054,1,3,3,2,1,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15326,2020,SIN,702071055,1,4,3,2,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15327,2020,SIN,702071056,2,6,2,2,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15328,2020,SIN,702071057,1,1,2,5,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15329,2020,SIN,702071058,2,2,3,6,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15330,2020,SIN,702071059,2,3,3,6,1,2,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15331,2020,SIN,702071060,1,5,1,NA,2,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15332,2020,SIN,702071061,2,5,2,10,4,4,NA,4,4,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15333,2020,SIN,702071062,2,4,2,3,3,2,NA,3,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15334,2020,SIN,702071063,2,3,3,1,1,2,NA,1,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15335,2020,SIN,702071064,1,3,3,2,2,2,NA,2,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15336,2020,SIN,702071065,1,6,2,1,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15337,2020,SIN,702071066,1,2,3,6,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15338,2020,SIN,702071067,2,3,3,2,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15339,2020,SIN,702071068,2,3,2,6,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15340,2020,SIN,702071069,1,2,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15341,2020,SIN,702071070,2,4,3,2,1,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15342,2020,SIN,702071071,1,2,2,6,3,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15343,2020,SIN,702071072,1,3,2,2,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15344,2020,SIN,702071073,1,3,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15345,2020,SIN,702071074,2,4,3,3,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15346,2020,SIN,702071075,1,3,3,2,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15347,2020,SIN,702071076,2,3,1,1,1,3,NA,1,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15348,2020,SIN,702071077,2,4,2,1,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15349,2020,SIN,702071078,2,6,2,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15350,2020,SIN,702071079,1,4,3,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15351,2020,SIN,702071080,2,2,3,3,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15352,2020,SIN,702071081,2,3,3,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15353,2020,SIN,702071082,2,4,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15354,2020,SIN,702071083,2,2,2,3,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15355,2020,SIN,702071084,1,2,2,8,3,3,NA,3,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15356,2020,SIN,702071085,1,3,3,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15357,2020,SIN,702071086,2,3,2,5,NA,NA,NA,NA,NA,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15358,2020,SIN,702071087,1,4,2,8,1,2,NA,2,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15359,2020,SIN,702071088,1,3,3,2,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15360,2020,SIN,702071089,1,5,2,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15361,2020,SIN,702071090,2,2,2,3,2,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15362,2020,SIN,702071091,2,4,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15363,2020,SIN,702071092,2,3,3,2,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15364,2020,SIN,702071093,2,5,1,1,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15365,2020,SIN,702071094,2,3,3,2,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15366,2020,SIN,702071095,2,3,2,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15367,2020,SIN,702071096,2,5,1,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15368,2020,SIN,702071097,2,2,2,1,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15369,2020,SIN,702071098,2,4,3,8,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15370,2020,SIN,702071099,1,1,3,NA,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15371,2020,SIN,702071100,1,3,2,2,1,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15372,2020,SIN,702071101,2,3,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15373,2020,SIN,702071102,1,2,1,4,NA,NA,NA,NA,NA,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15374,2020,SIN,702071103,2,6,1,1,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15375,2020,SIN,702071104,2,6,2,3,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15376,2020,SIN,702071105,1,5,1,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15377,2020,SIN,702071106,1,5,3,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15378,2020,SIN,702071107,2,6,1,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15379,2020,SIN,702071108,2,2,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15380,2020,SIN,702071109,2,5,2,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15381,2020,SIN,702071110,1,4,1,4,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15382,2020,SIN,702071111,1,2,3,6,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15383,2020,SIN,702071112,2,2,3,4,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15384,2020,SIN,702071113,2,1,3,7,2,2,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15385,2020,SIN,702071114,2,1,3,5,3,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15386,2020,SIN,702071115,2,3,2,3,2,3,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15387,2020,SIN,702071116,2,3,3,5,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15388,2020,SIN,702071117,1,4,3,4,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15389,2020,SIN,702071118,1,5,3,2,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15390,2020,SIN,702071119,2,6,1,1,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15391,2020,SIN,702071120,1,1,2,3,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15392,2020,SIN,702071121,2,6,2,7,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15393,2020,SIN,702071122,2,6,1,5,NA,NA,NA,NA,NA,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15394,2020,SIN,702071123,1,4,3,6,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15395,2020,SIN,702071124,2,3,1,2,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15396,2020,SIN,702071125,2,6,1,5,2,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15397,2020,SIN,702071126,2,3,3,4,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15398,2020,SIN,702071127,1,4,3,8,2,3,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15399,2020,SIN,702071128,2,2,3,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15400,2020,SIN,702071129,2,3,3,5,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15401,2020,SIN,702071130,2,5,2,3,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15402,2020,SIN,702071131,1,4,1,4,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15403,2020,SIN,702071132,2,3,1,2,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15404,2020,SIN,702071133,2,4,2,6,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15405,2020,SIN,702071134,2,3,3,2,1,1,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15406,2020,SIN,702071135,2,4,3,5,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15407,2020,SIN,702071136,2,5,1,2,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15408,2020,SIN,702071137,1,5,1,5,NA,4,NA,NA,NA,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15409,2020,SIN,702071138,2,2,2,4,2,2,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15410,2020,SIN,702071139,2,1,2,3,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15411,2020,SIN,702071140,2,2,2,3,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15412,2020,SIN,702071141,1,3,3,1,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15413,2020,SIN,702071142,1,1,2,6,1,2,NA,2,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15414,2020,SIN,702071143,1,1,2,7,2,3,NA,2,3,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15415,2020,SIN,702071144,2,5,1,6,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15416,2020,SIN,702071145,2,3,2,6,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15417,2020,SIN,702071146,2,3,3,2,1,NA,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15418,2020,SIN,702071147,1,2,3,2,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15419,2020,SIN,702071148,1,2,3,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15420,2020,SIN,702071149,2,2,2,4,1,2,NA,1,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15421,2020,SIN,702071150,2,2,2,3,1,2,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15422,2020,SIN,702071151,1,5,2,2,1,1,NA,1,1,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15423,2020,SIN,702071152,2,3,3,5,NA,NA,NA,NA,NA,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
15424,2020,SIN,702071153,2,4,2,3,2,2,NA,2,2,SGP,Singapore,3.49166E+11,22.84108284,-3.814708855,0,12.74330479,2.118231773,..
